№ п/п;"№ Відділення ТОВ ""ЕПС""";Область;Район в обл.;Індекс;Тип населеного пункту;Населений пункт;Район в місті;Тип вулиці;Адреса;Номер будинку;Дата признчення керівника;модель РРО;Заводський № РРО;2;koatu1;koatu2
650;1330388;Львівська;;82200;м.;Трускавець;;площа;В'ячеслава Чорновола;5;;;;82200, Львівська обл., місто Трускавець, ПЛОЩА В'ЯЧЕСЛАВА ЧОРНОВОЛА, будинок 5;4611500000;UA46020090000057315
651;1330389;Одеська;;65026;м.;Одеса;Приморський;вулиця;Польська;14;;;;65026, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ПОЛЬСЬКА, будинок 14;5110137500;UA51100270010320268
652;1330390;Харківська;;61072;м.;Харків;Шевченківський;проспект;Науки;41/43;;;;61072, Харківська обл., місто Харків, Шевченківський район, ПРОСПЕКТ НАУКИ, будинок 41/43;6310136300;UA63120270010948820
653;1330391;Харківська;;61195;м.;Харків;Київський;вулиця;Наталії Ужвій;58;;;;61195, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ НАТАЛІЇ УЖВІЙ, будинок 58;6310136600;UA63120270010216514
654;1330392;Харківська;;61052;м.;Харків;Холодногірський;вулиця;КОЦАРСЬКА;43;;;;61052, Харківська обл., місто Харків, Холодногірський район, ВУЛИЦЯ КОЦАРСЬКА, будинок 43;6310137200;UA63120270010877312
655;1330393;Запорізька;;69104;м.;Запоріжжя;Комунарський;вулиця;Європейська;11;;;;69104, Запорізька обл., місто Запоріжжя, Комунарський район, ВУЛИЦЯ ЄВРОПЕЙСЬКА, будинок 11;2310136700;UA23060070010474202
656;1330394;Волинська;;43005;м.;Луцьк;;проспект;Президента Грушевського;2;;;;43005, Волинська обл., місто Луцьк, ПРОСПЕКТ ПРЕЗИДЕНТА ГРУШЕВСЬКОГО, будинок 2;0710100000;UA07080170000013585
657;1330395;;;2222;м.;Київ;Деснянський;проспект;Володимира Маяковського;47;;;;02222, м.Київ, Деснянський район, ПРОСПЕКТ ВОЛОДИМИРА МАЯКОВСЬКОГО, будинок 47;8036400000;UA80000000000336424
658;1330396;Львівська;;79068;м.;Львiв;Шевченківський;вулиця;Гетьмана Мазепи;1-Б;;;;79068, Львівська обл., м. Львів, Шевченківський р-н., вул.Гетьмана Мазепи,1-Б;4610137500;UA46060250010615203
659;1330397;Рівненська;;33013;м.;Рівне;;проспект;МИРУ;15;;;;33013, Рівненська обл., м. Рівне, проспект Миру, 15;5610100000;UA56060470000086729
660;1330398;Рівненська;;33014;м.;Рівне;;вулиця;Степана Бандери;57;;;;33014, Рівненська обл., м. Рівне, вул. Степана Бандери, 57;5610100000;UA56060470000086729
661;1330399;Львівська;;80105;м.;Червоноград;;проспект;Шевченка;3;;;;80105, Львівська обл., м.Червоноград, проспект Шевченка, 3;4611800000;UA46120130010071117
662;1330400;;;01001;м.;Київ;Шевченківський;вулиця;Володимирська;11/6;;;;01001, м. Київ, Шевченківський р-н., вул. Володимирська, 11/6;8039100000;UA80000000001078669
663;1330401;;;4078;м.;Київ;Подільський;вулиця;Сергія Данченка;30;;;;04078, м. Київ, Подільський р-н., вул. Сергія Данченка, 30;8038500000;UA80000000000719633
664;1330402;Черкаська;;18021;м.;Черкаси;Придніпровський;вулиця;Гагаріна;73;;;;18021, Черкаська обл., м. Черкаси, Придніпровський р-н., вулиця Гагаріна, будинок 73;7110136400;UA71080490010144486
665;1330403;;;4112;м.;Київ;Шевченківський;вулиця;Олени Теліги;6;;;;04112, м. Київ, Шевченківський р-н., вул. Олени Теліги, 6;8039100000;UA80000000001078669
666;1330404;Львівська;;79019;м.;Львів;Шевченківський;проспект;В’ячеслава Чорновола;16-І;;;;79019, Львівська обл., м. Львів, Шевченківський р-н., проспект В’ячеслава Чорновола, 16-І;4610137500;UA46060250010615203
667;1330405;Миколаївська;;54055;м.;Миколаїв;Центральний;проспект;Центральний;159;;;;54055, Миколаївська обл., м. Миколаїв, Центральний р-н., проспект Центральний, 159;4810137200;UA48060150010443183
668;1330406;Харківська;;61024;м.;Харків;Київський;вулиця;Ярослава Мудрого;38;;;;61024, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО , будинок 38;6310136600;UA63120270010216514
669;1330407;Харківська;;61001;м.;Харків;Основ'янський;проспект;Гагаріна;24;;;;61001 Харківська обл., м.Харків, Основ'янський р-н., проспект Гагаріна, 24;6310138800;UA63120270010681864
670;1330408;Донецька;;84100;м.;Слов'янськ;;вулиця;Вокзальна;10;;;;84100, Донецька  обл., місто Слов'янськ, ВУЛИЦЯ Вокзальна, будинок 10;1414100000;UA14120210000056793
671;1330409;Львівська;;82406;м.;Стрий;;вулиця;Саксаганського;2/19;;;;82406, Львівська обл., м. Стрий, вул. Саксаганського, 2/19;4611200000;UA46100230000047305
672;1330410;Львівська;;82408;м.;Стрий;;вулиця;Добрівлянська;72;;;;82408, Львівська обл., м. Стрий, вул. Добрівлянська, 72;4611200000;UA46100230000047305
673;1330411;Донецька;;54001;м.;Дружківка;;вулиця;ЕНГЕЛЬСА;110;;;;84206, Донецька обл., місто Дружківка, ВУЛИЦЯ ЕНГЕЛЬСА, будинок 110;1411700000;UA14120030000057882
674;1330412;Харківська;;61115;м.;Харків;Індустріальний;проспект;Олександрівський;99;;;;61007, Харківська обл., м.Харків, Індустріальний р-н., проспект Олександрівський, 99;6310138200;UA63120270010158723
675;1330413;Харківська;;61108;м.;Харків;Київський;вулиця;Академіка Вальтера;10;;;;61108, Харківська обл., м.Харків, Київський р-н., вул. Академіка Вальтера, 10;6310136600;UA63120270010216514
676;1330414;Донецька;;84122;м.;Слов'янськ;;вулиця;Кримська;79;;;;84122, Донецька обл., місто Слов'янськ, ВУЛИЦЯ КРИМСЬКА, будинок 79;1414100000;UA14120210000056793
677;1330415;Харківська;;61106;м.;Харків;Індустріальний;проспект;Московський;276-В;;;;61106, Харківська обл., м.Харків, Індустріальний р-н.,  проспект Московський, 276-В;6310138200;UA63120270010158723
678;1330416;Дніпропетровська;;49000;м.;Дніпро;Шевченківський;проспект;ДМИТРА ЯВОРНИЦЬКОГО;52;;;;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, будинок 52;1210136600;UA12020010010816623
679;1330417;Одеська;;65039;м.;Одеса;Приморський;вулиця;Канатна;101;;;;65039, Одеська обл., м. Одеса, Приморський р-н., вул. Канатна, 101;5110137500;UA51100270010320268
680;1330418;Одеська;Лиманський р-н., Крижанівська сільська рада;67584;с.;Ліски;;вулиця;Сахарова;1-А;;;;67584, Одеська обл., Лиманський р-н., Крижанівська сільська рада, с.Ліски, вул. Сахарова, 1-А;5122783202;UA51100350060059983
681;1330419;Київська;Києво-Святошинський;8131;с.;Софіївська Борщагівка;;вулиця;Київська;36;;;;08131, Київська обл., Києво-Святошинський р-н., с. Софіївська Борщагівка, вул. Київська, 36;3222486201;UA32080050020065009
682;1330420;Тернопільська;;46001;м.;Тернопіль;;вулиця;Шевченка;35;;;;46001, Тернопільська обл., м. Тернопіль, вул. Шевченка, 35;6110100000;UA61040490000035010
683;1330421;Рівненська;;33005;м.;Рівне;;вулиця;Соборна;430-А;;;;33005, Рівненська обл., місто Рівне, ВУЛИЦЯ СОБОРНА, будинок 430-А;5610100000;UA56060470000086729
684;1330422;Одеська;;65044;м.;Одеса;Приморський;проспект;Шевченка;4-Е;;;;65044, Одеська обл., м. Одеса, Приморський р-н., проспект Шевченка, 4-Е;5110137500;UA51100270010320268
685;1330423;Вінницька;;21018;м.;Вінниця;;вулиця;Зодчих;2;;;;21018, Вінницька обл., м. Вінниця, вул. Зодчих, 2;0510100000;UA05020030000031457
686;1330424;Житомирська;;10001;м.;Житомир;Корольовський;провулок;Крилова;14;;;;10001, Житомирська обл., м. Житомир, Корольовський р-н., пров. Крилова, 14;1810136600;UA18040190010281147
