department;region;district_region;district_city;city_type;city;street;street_type;hous;post_index;partner;status;register;edrpou;address;partner name;id_terminal;koatu;tax_id;koatu2
1010103;Миколаївська;;;м.;Вознесенськ;Соборності;вулиця;13;56501;delivery;;13/12 від 14.12.2016;41032793;56501, Миколаївська обл., місто Вознесенськ, ВУЛИЦЯ СОБОРНОСТІ, будинок 13;;;4810200000;15800620;
1010104;Луганська;Кремінський;;м.;Кремінна;ПІЩАНИЙ;провулок;10;92905;delivery;;13/12 від 14.12.2016;41032809;92905, Луганська обл., Кремінський район, місто Кремінна, ПРОВУЛОК ПІЩАНИЙ, будинок 10;;5511fdbf-3180-e811-816e-000d3a20e396;4421610100;15800622;
1010105;Сумська;;;м.;Глухів;ТЕРЕЩЕНКІВ;вулиця;55;41400;delivery;;15/01 від 20.01.2017;41094425;41400, Сумська обл., місто Глухів, ВУЛИЦЯ ТЕРЕЩЕНКІВ, будинок 55;;19b0e937-f6e5-e511-80d6-000d3a2187cd;5910300000;15800641;
1010106;Херсонська;Генічеський;;м.;Генічеськ;Миру;проспект;109-Б;75500;delivery;;15/01 від 20.01.2017;41094430;75500, Херсонська обл., Генічеський район, місто Генічеськ, ПРОСПЕКТ МИРУ, будинок 109-Б;;2d82694b-aa37-e611-80eb-000d3a204dc8;6522110100;15800646;
1010107;Дніпропетровська;;;м.;Васильків;ГОГОЛЯ;вулиця;5-А;08601;delivery;;15/01 від 20.01.2017;41094446;08601, Київська обл., місто Васильків, ВУЛИЦЯ ГОГОЛЯ, будинок 5-А;;e33a6d45-b249-e211-ab75-00155d012d0d;3210700000;15800648;
1010108;Львівська;;;м.;Червоноград;Богдана Хмельницького;вулиця;61;80109;delivery;;15/01 від 20.01.2017;41094451;80109, Львівська обл., місто Червоноград, ВУЛИЦЯ БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 61;;f13b6d45-b249-e211-ab75-00155d012d0d;4611800000;15800647;
1010109;Львівська;Яворівський;;с.;Підрясне;Європейська;вулиця;1;81085;delivery;;15/01 від 20.01.2017;41094467;81085, Львівська обл., Яворівський р-н., с.Підрясне вул.Європейська, 1;;;4625887503;15800640;
1010110;Київська;;;м.;Бориспіль;Головатого;вулиця;83;08304;delivery;;15/01 від 20.01.2017;41094472;08304, Київська обл., місто Бориспіль, ВУЛИЦЯ ГОЛОВАТОГО, будинок 83;;2eec377d-da49-e211-9515-00155d012d0d;3210500000;15800649;
1010111;;;Голосіївський;м.;Київ;ПИРОГОВСЬКИЙ ШЛЯХ;вулиця;135;3026;delivery;;15/01 від 20.01.2017;41094488;03026, м.Київ, Голосіївський район, ВУЛИЦЯ ПИРОГОВСЬКИЙ ШЛЯХ, будинок 135;;;8036100000;15800644;
1010112;Запорізька;;;м.;Запоріжжя;КАРПЕНКА-КАРОГО;вулиця;47;69014;delivery;;15/01 від 20.01.2017;41094493;69014, Запорізька обл., місто Запоріжжя, Шевченківський район, ВУЛИЦЯ КАРПЕНКА-КАРОГО, будинок 47;;d1e5c843-d42f-e211-a357-00155d053b5d;2310137500;15800643;
1010113;Харківська;Дергачівський;;м.;Дергачі;СУМСЬКИЙ ШЛЯХ;вулиця;158;62302;delivery;;15/01 від 20.01.2017;41094509;62302, Харківська обл., Дергачівський район, місто Дергачі, ВУЛИЦЯ СУМСЬКИЙ ШЛЯХ, будинок 158;Дергачі;B535FC21-866A-EA11-81BD-000D3A20E396;6322010100;15800645;
1010114;Харківська;Харківський;;смт.;Пісочин;ПОЛТАВСЬКЕ ШОСЕ;вулиця;157-А;62416;delivery;;15/01 від 20.01.2017;41094514;62416, Харківська обл., Харківський район, селище міського типу Пісочин, ВУЛИЦЯ ПОЛТАВСЬКЕ ШОСЕ, будинок 157-А;Пісочин;5ddff9af-9772-ea11-81be-000d3a20e396;6325157900;15800642;
1010115;Запорізька;;Дніпровський;м.;Запоріжжя;Портова;вулиця;2;69006;delivery;;26/01 від 26.01.2017;41109038;69006, Запорізька обл., м.Запоріжжя, Дніпровський р-н., вул.Портова, 2;Запоріжжя-7;;2310136900;15800670;
1010116;Полтавська;;;м.;Кременчук;ІГОРЯ СЕРДЮКА;вулиця;47;39600;delivery;;26/01 від 26.01.2017;41109043;39600, Полтавська обл., місто Кременчук, Крюківський район, ВУЛИЦЯ ІГОРЯ СЕРДЮКА, будинок 47;Кременчук-3;0a4b2307-f668-ea11-81bc-000d3a20e396;5310436500;15800667;
1010117;Полтавська;Семенівський;;смт.;Семенівка;ПЕРЕМОГИ;вулиця;7;38200;delivery;;26/01 від 26.01.2017;41109059;38200, Полтавська обл., Семенівський район, селище міського типу Семенівка, ВУЛИЦЯ ПЕРЕМОГИ, будинок 7;Семенівка;4394b5fa-f168-ea11-81bc-000d3a20e396;5324555100;15800679;
1010118;Запорізька;;Комунарський;м.;Запоріжжя;Космічна;вулиця;121;69002;delivery;;26/01 від 26.01.2017;41109064;69002, Запорізька обл., м.Запоріжжя, Комунарський р-н., вул.Космічна, 121;Запоріжжя-2;24c7dc46-a36b-e211-81e9-00155d012a15;2310136700;15800681;
1010119;Харківська;;Слобідський;м.;Харків;Олександра Матросова;вулиця;20;61124;delivery;;26/01 від 26.01.2017;41109070;61124, Харківська обл., місто Харків, Слобідський район, ВУЛИЦЯ ОЛЕКСАНДРА МАТРОСОВА, будинок 20;Харків-2;5f3b6d45-b249-e211-ab75-00155d012d0d;6310136900;15800680;
1010120;Львівська;;;м.;Дрогобич;Володимира Великого;вулиця;66-1;82106;delivery;;26/01 від 26.01.2017;41109085;82106, Львівська обл., місто Дрогобич, ВУЛИЦЯ ВОЛОДИМИРА ВЕЛИКОГО, будинок 66-1;Дрогобич;f63970ba-9c4a-e211-8b7c-00155d012d0d;4610600000;15800666;
1010121;Кіровоградська;;Фортечний;м.;Кропивницький;Oлeгa Паршутіна;вулиця;28;25014;delivery;;26/01 від 26.01.2017;41109090;25014, Кіровоградська обл., м.Кропивницький, Фортечний р-н., Oлeгa Паршутіна, 28;Кропивницький-1;2d3b6d45-b249-e211-ab75-00155d012d0d;3510136300;15800668;
1010122;;;Солом`янський;м.;Київ;РАДИЩЕВА;вулиця;12-16;03124;delivery;;26/01 від 26.01.2017;41109106;03124, м.Київ, Солом`янський район, ВУЛИЦЯ РАДИЩЕВА, будинок 12-16;Київ-6;d21a698a-c92c-e211-9e9c-00155d053b5d;8038900000;15800674;
1010123;Полтавська;Зіньківський;;м.;Зіньків;Воздвиженська;вулиця;1-К;38100;delivery;;26/01 від 26.01.2017;41109111;38100, Полтавська обл., Зіньківський район, місто Зіньків, ВУЛИЦЯ ВОЗДВИЖЕНСЬКА, будинок 1-К;Зіньків;98e4457c-a6be-e911-81a3-000d3a20e396;5321310100;15800678;
1010124;Волинська;;;м.;Луцьк;Рівненська;вулиця;76-А;43020;delivery;;26/01 від 26.01.2017;41109127;43020, Волинська обл., місто Луцьк, ВУЛИЦЯ РІВНЕНСЬКА, будинок 76-А;Луцьк-4;4cc60801-f0d0-e711-814d-000d3a242a2c;0710100000;15800671;
1010125;Донецька;;;м.;Покровськ;Шахтарський;МІКРОРАЙОН;2-Б;85307;delivery;;26/01 від 26.01.2017;41109132;85307, Донецька обл., місто Покровськ, МІКРОРАЙОН ШАХТАРСЬКИЙ, будинок 2-Б;Покровськ-2;e5e6c4e1-c9bd-e411-8f05-000d3a200160;1413200000;15800682;
1010126;Миколаївська;;;м.;Первомайськ;Вознесенська;вулиця;52-Б;55210;delivery;;26/01 від 26.01.2017;41109148;55210, Миколаївська обл., місто Первомайськ, ВУЛИЦЯ ВОЗНЕСЕНСЬКА, будинок 52-Б;Первомайськ;953b6d45-b249-e211-ab75-00155d012d0d;4810400000;15800683;
1010127;Івано-Франківська;Рогатинський;;м.;Рогатин;Галицька;вулиця;86;77001;delivery;;26/01 від 26.01.2017;41109153;77001, Івано-Франківська обл., Рогатинський район, місто Рогатин, ВУЛИЦЯ ГАЛИЦЬКА, будинок 86;Рогатин;26b96dcd-53fa-e911-81ae-000d3a20e396;2624410100;15800676;
1010128;Тернопільська;Теребовлянський;;м.;Теребовля;КНЯЗЯ ВАСИЛЬКА;вулиця;107;48101;delivery;;26/01 від 26.01.2017;41109169;48101, Тернопільська обл., Теребовлянський район, місто Теребовля, ВУЛИЦЯ КНЯЗЯ ВАСИЛЬКА, будинок 107;Теребовля;;6125010100;15800684;
1010129;Одеська;;Малиновський;м.;Одеса;МОТОРНА;вулиця;8/К1;65075;delivery;;26/01 від 26.01.2017;41109174;65075, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ МОТОРНА, будинок 8/К1;Одеса-10;785d2711-c26d-ea11-81bd-000d3a20e396;5110137300;15800669;
1010130;Вінницька;Бершадський;;м.;Бершадь;Юрія Коваленка;вулиця;19;24400;delivery;;26/01 від 26.01.2017;41109183;24400, Вінницька обл., Бершадський р-н., м.Бершадь, вул.Юрія Коваленка, 19;Кіцмань;;0520410100;15800673;
1010131;Донецька;;;м.;Лиман;Привокзальна;вулиця;35-А;84404;delivery;;26/01 від 26.01.2017;41109200;84404, Донецька обл., місто Лиман, ВУЛИЦЯ ПРИВОКЗАЛЬНА, будинок 35-А;Лиман;f58bf37f-8113-e611-80db-000d3a2187cd;1413300000;15800677;
1010132;Вінницька;Гайсинський;;м.;Гайсин;МЕХАНІЗАТОРІВ;вулиця;15-А;23700;delivery;;26/01 від 26.01.2017;41109216;23700, Вінницька обл., Гайсинський район, місто Гайсин, ВУЛИЦЯ МЕХАНІЗАТОРІВ, будинок 15-А;Гайсин;82bcadd7-4a70-e211-9ce1-00155d012a15;0520810100;15800672;
1010133;;;Солом`янський;м.;Київ;ПОВІТРОФЛОТСЬКИЙ;проспект;64;03151;delivery;;26/01 від 26.01.2017;41109221;03151, м.Київ, Солом`янський район, ПРОСПЕКТ ПОВІТРОФЛОТСЬКИЙ, будинок 64;Київ-7;12274b5a-ce2c-e211-9e9c-00155d053b5d;8038900000;15800665;
1010134;Вінницька;;;м.;Вінниця;Сабарівське шосе;;4-А;21037;delivery;;26/01 від 26.01.2017;41109237;21037, Вінницька обл., м.Вінниця, Сабарівське шосе, 4-А;Вінниця-3;fc6089b5-86a5-ea11-81ca-000d3a20e396;0510100000;15800675;
1010135;Донецька;Мар’їнський;;м.;Курахове;Грушева;вулиця;9/1;85612;delivery;;26/01 від 26.01.2017;41109242;85612, Донецька обл., Мар’їнський р-н., м.Курахове, вул.Грушева, 9/1;Курахове;07738ae3-88a5-ea11-81ca-000d3a20e396;1423310600;15800658;
